TURN_NAME,TEXT
Ses05M_script02_2_M015,Wait a minute.  I've got it.
Ses05M_script02_2_F015,"Dancing barefoot in the sand, drinking champagne out of the bottle."
Ses05M_script02_2_M016,"It was in the car, right?  When we were passing Knickerbocker Liquor Locker, you said, Let's stop and get champagne. and I said that times a wasting or something like that, right?  You wanted it to be like it was before, right?"
Ses05M_script02_2_F016,I would rather not remember some things.  I'd rather not hope for something.
Ses05M_script02_2_M017,"Okay.  All right No problem.  I totally understand. okey  um, listen.  Do you want to dance?"
Ses05M_script02_2_F017,No.
Ses05M_script02_2_M018,Do you want me to go get some champagne?
Ses05M_script02_2_F018,No.
Ses05M_script02_2_M019,Take off our shoes?
Ses05M_script02_2_F019,No.
Ses05M_script02_2_M020,"What, you want me to blow in your ear?"
Ses05M_script02_2_F020,[LAUGHTER] No.
Ses05M_script02_2_M021,"Do you want to get married again?- What?  What, do you want a divorce?"
Ses05M_script02_2_FXX0,No.
Ses05M_script02_2_F021,No.
Ses05M_script02_2_M022,A vacation?
Ses05M_script02_2_F022,No.
Ses05M_script02_2_M023,"A poodle, a backrub, a spa, a suicide pack?  What, Carla, what the hell do you want?"
Ses05M_script02_2_F023,I just want- I just want things to turn out the way they are supposed to.
Ses05M_script02_2_M024,"Well, welcome to the human race.  Do you think this is what I had planned?  Do you think that when I proposed that I had this great fantasy going that four years down the road we would end up arguing on the beach over some fish?"
Ses05M_script02_2_M025,"Do you think that I thought there would be times when you would look at me like I was used Kleenex or I would look at you and think, good God, when's the next flight to Alaska?  No.  No, I'm just like you. I thought it would all be like peaches and roses, and sand in our toes, and wind in our hair, and the fish would always come.  And the bills would magically pay themselves.  And we'd have three fat rosy kids.  But, ha ha, baby, the jokes on us!"
Ses05M_script02_2_M026,"Because you know what you get, Carla?  You know what you get?  This."
Ses05M_script02_2_F024,This?  What is this?  This isn't even anything.
Ses05M_script02_2_M027,"Yes, it is."
Ses05M_script02_2_F025,"Sure, this is standing on the beach.  This is waiting.  This is fighting."
Ses05M_script02_2_M028,Right.
Ses05M_script02_2_F026,But this isn't at all what I wanted it to be.
Ses05M_script02_2_M029,"Now, I know.  Me either"
Ses05M_script02_2_F027,"This is just this.  I mean, it's a lot and everything.  But it's not, you know, something else.  Am I making any sense?"
Ses05M_script02_2_M030,I'm trying the best I can.
Ses05M_script02_2_F028,"I know that, Augie.  I do.  I know that. And and I know that this meant a lot to you and and it's special, you know, with the sand and the moon but."
Ses05M_script02_2_F029,But I just couldn't help thinking about being somewhere else.
Ses05M_script02_2_M031,"Maybe if you're with somebody else, too?"
Ses05M_script02_2_F030,I didn't say that.
Ses05M_script02_2_M032,"No, I know.  But I know I don't make you happy."
Ses05M_script02_2_F031,"For heavens sake, Augie, whatever I am doing, I'd rather it be with you."
Ses05M_script02_2_M033,Really?
Ses05M_script02_2_F032,"Yes.  Don't you know that? I mean, You're probably the one you wishes you were with somebody else, somebody who didn't take everything so hard and who knew how to enjoy herself."
Ses05M_script02_2_M034,"Actually, now that you mention it, no.  I don't."
Ses05M_script02_2_F033,"Okay.  Well, we're in the wrong spot but we're with the right person."
Ses05M_script02_2_M035,"I don't know.  I think this is a pretty good spot.  I mean, look at the view of the moon from here."
Ses05M_script02_2_F034,"Yes, I did notice that.  It does look really beautiful over the water.  Big old white moon."
Ses05M_script02_2_M036,"Oh, well look what we've got here."
Ses05M_script02_2_F035,"Augie, you brought refreshments."
Ses05M_script02_2_M037,"Well, it isn't champagne."
Ses05M_script02_2_F036,"Well, then we don't need glasses."
Ses05M_script02_2_M038,Are you still cold?  Still want to go home?
Ses05M_script02_2_F037,"No.  I'm beginning to think you might be right. I think  this might be the spot after all.  Augie, I'm sorry."
Ses05M_script02_2_M039,"Shh.  If we're really quiet, the fish might come."
Ses05M_script02_2_F038,Or not.
Ses05M_script02_2_M040,Or not.
