TURN_NAME,TEXT
Ses05M_impro04_F009,"I was just going to say that's your issue. Maybe you are going in too much. No, I mean, just"
Ses05M_impro04_F010,are you going into the bars every night?
Ses05M_impro04_M016,"I mean, You can tell me what.  Why is no one hiring me?  Is it me?  Be honest.  You can tell me. you know I can take it.  I can take it, you just tell me. Why?"
Ses05M_impro04_F011,"Well, I don't really know.  I don't I don't know you in like a job situation, so."
Ses05M_impro04_M017,"Yeah, but I'm -- okay, well how about personality wise?  I mean, people who know me won't hire me.  Why?"
Ses05M_impro04_F012,"Wow.  I don't -- I mean, do you- do you have an attitude problem when you're on the job?"
Ses05M_impro04_M018,"I don't think I have an attitude problem when I'm on the job, no- I have an attitude problem right now because I don't have a job."
Ses05M_impro04_F013,Maybe [garbage].
Ses05M_impro04_F014,"Right.  Maybe you have, like, you know a little bit of an abrasive vibe or something."
Ses05M_impro04_M019,An abrasive vibe?
Ses05M_impro04_F015,I don't know.  I'm I'm just trying --
Ses05M_impro04_M020,"Let me know that's -- that's fine.  You think I have an abrasive vibe, whatever.  You're entitled to your opinion, of course.  Maybe that's why I don't have a job."
Ses05M_impro04_F016,Are you getting defensive?
Ses05M_impro04_M021,"No.  I'm not getting defensive.  I'm not getting defensive.  No. I asked you a question, you told me.  What?"
Ses05M_impro04_F017,Yeah.  That might be something you want to look at.  I mean --
Ses05M_impro04_M022,"I'm not like this all the time.  I mean, I don't -- I'm just frustrated right now, all right.  I just want to do --"
Ses05M_impro04_F018,Okay.
Ses05M_impro04_M023,"I want to make some money.  I need to make some money.  I've got to pay some bills, I owe people money.  I owe lots of people money.  I need to make some money."
Ses05M_impro04_F019,I understand.
Ses05M_impro04_F020,"Yeah, it's stressful.  I recognize that."
Ses05M_impro04_M024,"Do you have any idea how I can make money?  I mean, what can I do to make some quick money, something?  Anything, that's relatively within the you know law."
Ses05M_impro04_F021,ah.
Ses05M_impro04_F022,"Not- Not selling pot, right?"
Ses05M_impro04_M025,"Right, probably not selling pot. I don't want to go to jail."
Ses05M_impro04_F023,Okay so.
Ses05M_impro04_F024,Fair enough.
Ses05M_impro04_M026,Because that would just really be a topper for me.
Ses05M_impro04_F025,Yeah.  [LAUGHTER] It's a joke.
Ses05M_impro04_M027,Thank you.  Ha ha.
Ses05M_impro04_F026,"Sorry.  So, let's see.  What else?  What's available? What? Um.  Hmm."
Ses05M_impro04_M028,See what I mean?  You can't even think of anything.
Ses05M_impro04_F027,"Well, not off the top of head.  It will just take you know take a minute.  But do you have any, like, special skills?"
Ses05M_impro04_M029,I can juggle.
Ses05M_impro04_F028,"Well, maybe we can find you something with juggling."
Ses05M_impro04_M030,I've tried.
Ses05M_impro04_F029,Have you checked out Craig's List and stuff?
Ses05M_impro04_M031,Yes!  Nobody wants a juggler.  I am not going to -- I'm not going to dress up like a clown. I'm not going to dress up like a freaking clown. No.
Ses05M_impro04_F030,"What if you do kids parties? oh, come on."
Ses05M_impro04_M032,"No, it's demeaning.  I am not a clown.  I have talent.  Clowns don't have talent."
Ses05M_impro04_F031,Okay.  All right.
Ses05M_impro04_M033,It's that simple.
Ses05M_impro04_F032,"Okay.  Well, fine. we won't- I won't argue with you about that."
Ses05M_impro04_M034,yeah.
Ses05M_impro04_F033,What else?  I can't -- uh.  I'm drawing a blank here.
Ses05M_impro04_M035,You and me both.
Ses05M_impro04_F034,"That's rough.  I'm really sorry, Ryan."
Ses05M_impro04_M036,"Yeah, life sucks."
Ses05M_impro04_F035,"Well, um, is that kinda like the side of you that you let people see when you go into these job interviews?"
Ses05M_impro04_M037,"No, I just showed that for you [garbage]."
Ses05M_impro04_F036,"Okay.  Well, that's good.  Yeah, I mean, you're you're- when you're happy you're a pretty personable guy.  And I don't --I don't"
Ses05M_impro04_M038,I like to think so.
Ses05M_impro04_F037,I can't see where the issue would be. so
Ses05M_impro04_M039,see.
Ses05M_impro04_M040,"Yeah, well thanks for your help."
Ses05M_impro04_F038,"I'm sorry.  Good luck, man."
Ses05M_impro04_M041,I'll need it.
