TURN_NAME,TEXT
Ses05M_impro07_M019,"I don't- you know ,I feel the same way, you know what I mean.  And everybody says a lot of other crap you know, they don't know what they are talking about anyway."
Ses05M_impro07_F019,yeah.
Ses05M_impro07_M020,"They don't live here.  They don't know, right?"
Ses05M_impro07_F020,"Yeah. I think it's really also if you- if you consider yourself like, us and them, kind of thing- If you think you're part of your community then --you going to like it more"
Ses05M_impro07_M021,yeah.
Ses05M_impro07_M022,Exactly.  You make it what you make it. You know? Right? And I'm gonna make it so freaking awesome.
Ses05M_impro07_F021,"Right, Exactly."
Ses05M_impro07_F022,Oh I'm so glad.
Ses05M_impro07_M023,yeah.
Ses05M_impro07_F023,"So when do you know, like, where you're gonna live? and-"
Ses05M_impro07_M024,"Well, I don't know.  I've got to go look for a place."
Ses05M_impro07_F024,"Oh, wow."
Ses05M_impro07_M025,"Yeah, yeah.  I- I don't- I don't know.  Do you have any suggestions?"
Ses05M_impro07_F025,Um-
Ses05M_impro07_M026,You know the area better than I do.
Ses05M_impro07_F026,"Yeah.  I mean, I know, I know, like the- the housing surrounding the campus pretty well."
Ses05M_impro07_M027,"yeah, yeah?"
Ses05M_impro07_F027,Um- How many people do you want to live with?
Ses05M_impro07_M028,"Not a lot.  I mean, I wouldn't want to live with more than three other people.  So, like four of us total, right?"
Ses05M_impro07_F028,All dudes?
Ses05M_impro07_M029,I don't care. I don't care.
Ses05M_impro07_F029,Um- I think I have some friends.
Ses05M_impro07_M030,yeah?
Ses05M_impro07_F030,yeah.
Ses05M_impro07_M031,That would be perfect.
Ses05M_impro07_F031,"There's actually, a friend of mine is um- moving out of her place and her place is amazing-- And it's really cheap."
Ses05M_impro07_M032,Really?
Ses05M_impro07_M033,Really?
Ses05M_impro07_F032,yeah.
Ses05M_impro07_M034,Cheap is exactly what I need- Because I have no money at all.
Ses05M_impro07_FXX1,Okay.
Ses05M_impro07_F033,Okay.
Ses05M_impro07_M035,"But, uh--"
Ses05M_impro07_F034,How are you going to pay for school? Did- did you--?
Ses05M_impro07_M036,"Loans, scholarships, I've got a lot of scholarships-- Yeah, yeah. I'm- I'm half Native American so I get all those scholarships, too. yeah."
Ses05M_impro07_F035,"You've got a lot- oh, awesome."
Ses05M_impro07_F036,Oh cool.
Ses05M_impro07_M037,"So it comes Indian like. And you know I'm kind of smart, so."
Ses05M_impro07_F037,Yeah.
Ses05M_impro07_M038,"That helps, right?  Get some academic scholarships. And uh-"
Ses05M_impro07_F038,totally.
Ses05M_impro07_F039,good for you.
Ses05M_impro07_M039,"And yeah, well, I mean, basically I just applied for any and every possible scholarship and grant that could come by, so I can go."
Ses05M_impro07_F040,the way to do it.
Ses05M_impro07_M040,"Yeah, yeah, yeah.  And it's gonna work out.  I'm gonna be able to pay for it, I'm gonna go, I mean, I'll have a little debt in the end.  But I don't care."
Ses05M_impro07_F041,"Wow, are you so excited?"
Ses05M_impro07_FXX2,Right.
Ses05M_impro07_M041,It's just you know a dream come true.  How could you not be excited about a dream come true?
Ses05M_impro07_F042,"You're gonna be so busy, too. You're going to have to work so hard."
Ses05M_impro07_M042,"Oh I know, I know."
Ses05M_impro07_M043,"But I'm so looking forward to being so busy. You know what I mean?  It's the kind of busy you've got to love, right?"
Ses05M_impro07_FXX3,Oh good.
Ses05M_impro07_F043,Oh totally.
Ses05M_impro07_M044,Because you're doing something you love.  That's the kind of busy you want.  I want to be able to do that for the rest of my life.  Be that kind of busy.
Ses05M_impro07_F044,All right.  Wow.  So exciting.
Ses05M_impro07_M045,I had to tell you right away.  I knew you'd be excited.
Ses05M_impro07_M046,We'll have fun.
Ses05M_impro07_F045,Yeah.  We'll have so much fun.
Ses05M_impro07_M047,Great.  Okay.
Ses05M_impro07_F046,cool
