TURN_NAME,TEXT
Ses05F_script01_1_F021,I ignore what I got to ignore.  The girl is Larry's girl.
Ses05F_script01_1_M023,She's not Larry's girl!
Ses05F_script01_1_F022,"As far as your father is concerned, he's not dead and you've no right to take his girl."
Ses05F_script01_1_F023,"Now Chris you can go on from there, but I don't know what to do.  I mean do you know what to do, because I don't."
Ses05F_script01_1_M024,"I don't know why it is.  But every time I reach out for something I want, I have to pull back because other people will suffer.  My whole bloody life, time after time, after time."
Ses05F_script01_1_F024,"Well you're a considerate fellow, there's nothing wrong with that."
Ses05F_script01_1_M025,To hell with that!
Ses05F_script01_1_F025,Have you asked Annie yet to marry you?
Ses05F_script01_1_M026,I want to get this settled first.
Ses05F_script01_1_F026,"Well how did you know that she will go along with it, I mean maybe she feels the same way as your father?"
Ses05F_script01_1_M027,"Well, if she does, then that's the end of it, but from her letters it sounds like she's forgotten about it.  I'll find out and then we'll thrash it out with Dad, all right?  Mom, don't avoid me."
Ses05F_script01_1_F027,"The trouble is you don't see enough women, you never have"
Ses05F_script01_1_M028,"So what, I'm not fast with women."
Ses05F_script01_1_F028,Well I just don't see why it has to be Annie.
Ses05F_script01_1_M029,Because it is.
Ses05F_script01_1_F029,"well, that's a good reason, but it doesn't answer a thing."
Ses05F_script01_1_M030,"I can't help it.  I know her best.  I was brought up next door to here, the easiest, when I think of somebody for my wife, I think of Annie.  Do you want a diagram?"
Ses05F_script01_1_F030,"No, I don't want a diagram, but, Chris, your father thinks Larry's coming back."
Ses05F_script01_1_F031,"You marry his girl, and you're pronouncing him dead.  Now what's going to happen to your father, do you know?  I don't."
Ses05F_script01_1_M031,"All right, then, Mom."
Ses05F_script01_1_F032,Give it some more thought.
Ses05F_script01_1_M032,"I've given it three years of thought.  And hope by now that he wouldn't.  Can you forget about Larry an-- and we can have a regular wedding and have everybody be happy.  But that can't happen here, I'm set to get out."
Ses05F_script01_1_F033,What the hell is this?
Ses05F_script01_1_M033,"I'll get out. I'll get married and live some place else.  Maybe, maybe New York?"
Ses05F_script01_1_F034,Are you crazy?
Ses05F_script01_1_M034,"I've been a good son for too long, a big sucker.  I'm through with it."
Ses05F_script01_1_F035,Wait a minute.  Tell me this.  Do you mean to say that you would leave the business?
Ses05F_script01_1_M035,The business?  The business?  It doesn't inspire me?
Ses05F_script01_1_F036,Must you be inspired?
Ses05F_script01_1_M036,"Yes!  I like it an hour a day.  If I had to grub for money all day long, I like to come home to something beautiful.  I want a family.  I want- I want kids.  I want to build something I can give myself to. and Annie is in the center of that, and now where do I find it?"
Ses05F_script01_1_F037,"Don't- you, you can't think like that!  Don't think like that!"
Ses05F_script01_1_M037,Then help me stay here.
Ses05F_script01_1_F038,"All right!  But don't think like that, because I mean, what the hell did we do all this for, Chris?  The whole business it's all for you!  The whole shooting match is for you!"
Ses05F_script01_1_M038,I know that Mom. I know.  Just you help me stay here.
Ses05F_script01_1_F039,"All right, but don't think like that."
Ses05F_script01_1_M039,I am thinking like that.
Ses05F_script01_1_F040,"I don't understand you, do I?"
Ses05F_script01_1_M040,No.  You don't.  I'm a pretty tough guy.
Ses05F_script01_1_F041,"Yeah, I can see that."
