TURN_NAME,TEXT
Ses05M_script01_1_F017,"Well, that's your business, Chris."
Ses05M_script01_1_M018,It's not just my business.
Ses05M_script01_1_F018,"Well, what do you want me to do?  You're old enough to make- to know your own mind."
Ses05M_script01_1_M019,So it's okay then?  I should just go ahead and do it?
Ses05M_script01_1_F019,"Well, you want to make sure that your father isn't --"
Ses05M_script01_1_M020,"Oh, so it isn't just my business?"
Ses05M_script01_1_F020,I'm just saying.
Ses05M_script01_1_M021,You infuriate me sometimes.  Do you know that?  God.
Ses05M_script01_1_M022,"Isn't it your business, too, if dad -- if I tell dad and he throws a fit about it?  I mean, you have such a talent for ignoring things."
Ses05M_script01_1_F021,"I ignore what I got to ignore.  I mean, the girl is Larry's girl."
Ses05M_script01_1_M023,She is not Larry's girl!
Ses05M_script01_1_F022,"From your father's point of view he's not dead and she's still his girl.  Now, you can go on from there if you know where to go, Chris, but I don't know.  So what can I do for you?"
Ses05M_script01_1_M024,"I don't know why it is but everytime I reach out for something I- that I want, I have to pull back because I might hurt somebody else.  My whole bloody life; time after time after time."
Ses05M_script01_1_F023,"Well, you're a considerate fella, there's nothing wrong in that"
Ses05M_script01_1_M025,To hell with that!
Ses05M_script01_1_F024,Have you asked Annie yet?
Ses05M_script01_1_M026,I wanted to get this taken care of first.
Ses05M_script01_1_F025,"Well, what if she feels like your father?  And how do you know she will marry you?"
Ses05M_script01_1_M027,"Well, if that's the case, then that's the end of it.  But from her letters it sounds like she has forgotten him.  I'll find out.  And then we'll thrash it out with dad, all right?  Mom, don't avoid me."
Ses05M_script01_1_F026,"Well, the trouble is you never saw enough women."
Ses05M_script01_1_M028,So what?  I'm not fast with women.
Ses05M_script01_1_F027,"Well, I just don't see why it has to be Annie."
Ses05M_script01_1_M029,Because it is.
Ses05M_script01_1_F028,"Well, that's a good reason.  But that doesn't mean anything at all.  I mean, you haven't seen her in five years."
Ses05M_script01_1_M030,"I know her best, all right?  I don't know.  I grew up next to her.  When I think of somebody for my wife these days, I think of Annie.  What do you want, a diagram?"
Ses05M_script01_1_F029,"No.  I don't want a -- look, your father thinks he's coming back, Chris.  You marry that girl and you're pronouncing him dead.  Now, what's going to happen to your father; do you know?  Because, I don't."
Ses05M_script01_1_M031,"All right then, mom."
Ses05M_script01_1_F030,Just give it some more thought.
Ses05M_script01_1_M032,"I've given it three years of thought.  I hoped that if I'd waited, dad would have forgotten about it by now.  And we could have like a normal wedding and everybody happy."
Ses05M_script01_1_M033,"But if that can't happen, I'll just have to get out."
Ses05M_script01_1_F031,What the hell is this?
Ses05M_script01_1_M034,"I'll get out.  I'll go get married and live someplace else.  I don't know, maybe New York."
Ses05M_script01_1_F032,Are you crazy?
Ses05M_script01_1_M035,I have been a good son for too long.  A good sucker.  I'm through with it.
Ses05M_script01_1_F033,"What?  You mean?  Tell me something, you mean that you would leave the business?"
Ses05M_script01_1_M036,"Yes.  On this, I would."
Ses05M_script01_1_F034,You can't think like that.
Ses05M_script01_1_M037,"Well, you help me stay here."
Ses05M_script01_1_F035,"All right.  But don't think like that.  Because what the hell did we work for, Chris?  I mean, this whole thing, it's all for you."
Ses05M_script01_1_M038,"I know that, mom.  Just, you help me stay here."
Ses05M_script01_1_F036,Just don't think that way.  Do you hear me?
Ses05M_script01_1_M039,I am thinking that way.
Ses05M_script01_1_F037,"I don't understand you, do I?"
Ses05M_script01_1_M040,"No, you don't.  I'm a pretty tough guy."
Ses05M_script01_1_F038,"Yeah, I can see that."
