TURN_NAME,TEXT
Ses05M_script03_2_M028,I do believe that I have said already that I had three minuet liquor glasses of brandy in the entire evening.  A child of two couldn't get drunk of that.
Ses05M_script03_2_F027,"Oh, no on the contrary, a child of two could get violently drunk on only one glass."
Ses05M_script03_2_M029,"Oh, really?  How about a child of three, or child of six, what about a child of nine?"
Ses05M_script03_2_F028,Not- Would you shut up.
Ses05M_script03_2_M030,"You know, we could get a really good debate going on about this.  You know intemperate tots."
Ses05M_script03_2_F029,"You're not very funny, dear.  You better have some more brandy."
Ses05M_script03_2_M031,You know what?  That's a very good idea.  I think I will.
Ses05M_script03_2_M032,"You better turn that off, I think."
Ses05M_script03_2_F030,Why?
Ses05M_script03_2_M033,Because it's very late and you'll disturb the people upstairs.
Ses05M_script03_2_F031,There aren't any people upstairs.  It's a photography studio.
Ses05M_script03_2_M034,"Well, there are people downstairs, I suppose."
Ses05M_script03_2_F032,They're away in Tunis.
Ses05M_script03_2_M035,This is no time of the year for Tunis.
Ses05M_script03_2_F033,"Turn it on again, please."
Ses05M_script03_2_M036,I do I shall do no such thing.
Ses05M_script03_2_F034,Very well.  If you have to be boorish and idiotic.
Ses05M_script03_2_M037,Turn it off.  It's driving me mad.
Ses05M_script03_2_F035,You are far too temperamental.  Try to control yourself.
Ses05M_script03_2_M038,Turn it off!
Ses05M_script03_2_F036,Go away!  Go away!  I- I hate you.
Ses05M_script03_2_M039,Very amusing indeed.
Ses05M_script03_2_F037,"You know what, I'm sick and tire of listening to you.  You're a-- You're a total sadistic bully."
Ses05M_script03_2_M040,Ja! Very funny.
Ses05M_script03_2_F038,"Stop.  Would you just go away?  I mean, you're conceited, and overbearing, and utterly impossible."
Ses05M_script03_2_M041,"You are a vile tempered, wicked living, evil little beast.  And I hope I never set eyes on you ever again."
Ses05M_script03_2_F039,This is the end! Do you understand me? This is the end.
Ses05M_script03_2_M042,"Oh, you're not going like this."
Ses05M_script03_2_F040,"Yes, I am. Let go with me"
Ses05M_script03_2_M043,"[GARBAGE] No, you're not."
Ses05M_script03_2_F041,"You are a cruel fiend and I-I loath you.  I thank God I realized who you are before I decided to marry you again.  Oh my God, never!"
Ses05M_script03_2_M044,oh! Marry you again? I wouldn't marry you again if you came crawling to me on bended knee.
Ses05M_script03_2_F042,Beast
Ses05M_script03_2_M045,You're a wicked little vampire.  And I pray to God I never set eyes on you again as long as I live.
Ses05M_script03_2_F043,Brute
Ses05M_script03_2_F044,pig
